anime_id,title_english,type,episodes,rating,rank,popularity,members,source,duration,genre,studio,year
52991,Frieren: Beyond Journey's End,TV,28.0,9.3,1.0,142,1119371,Manga,24 min per ep,"Adventure, Drama, Fantasy",Madhouse,2023
5114,Fullmetal Alchemist: Brotherhood,TV,64.0,9.1,2.0,3,3522284,Manga,24 min per ep,"Action, Adventure, Drama, Fantasy",Bones,2009
9253,Steins;Gate,TV,24.0,9.07,3.0,14,2697581,Visual novel,24 min per ep,"Drama, Sci-Fi, Suspense",White Fox,2011
38524,Attack on Titan Season 3 Part 2,TV,10.0,9.05,4.0,21,2445236,Manga,23 min per ep,"Action, Drama, Suspense",Wit Studio,2019
28977,Gintama Season 4,TV,51.0,9.05,5.0,343,667240,Manga,24 min per ep,"Action, Comedy, Sci-Fi",Bandai Namco Pictures,2015
11061,Hunter x Hunter,TV,148.0,9.03,8.0,8,3022721,Manga,23 min per ep,"Action, Adventure, Fantasy",Madhouse,2011
9969,Gintama Season 2,TV,51.0,9.02,9.0,402,589724,Manga,24 min per ep,"Action, Comedy, Sci-Fi",Sunrise,2011
15417,Gintama: Enchousen,TV,13.0,9.02,10.0,751,345232,Manga,24 min per ep,"Action, Comedy, Sci-Fi",Sunrise,2012
820,Legend of the Galactic Heroes,OVA,110.0,9.01,11.0,754,344386,Novel,26 min per ep,"Drama, Sci-Fi","K-Factory, Kitty Film Mitaka Studio",1988
41467,Bleach: Thousand-Year Blood War,TV,13.0,9.0,12.0,365,636398,Manga,24 min per ep,"Action, Adventure, Supernatural",Pierrot,2022
34096,Gintama Season 5,TV,12.0,8.98,13.0,781,335136,Manga,24 min per ep,"Action, Comedy, Sci-Fi",Bandai Namco Pictures,2017
43608,Kaguya-sama: Love is War -Ultra Romantic-,TV,13.0,8.98,14.0,167,1030315,Manga,23 min per ep,"Comedy, Romance",A-1 Pictures,2022
42938,Fruits Basket: The Final Season,TV,13.0,8.95,15.0,456,527580,Manga,23 min per ep,"Drama, Romance, Supernatural",TMS Entertainment,2021
4181,Clannad: After Story,TV,24.0,8.93,16.0,120,1243752,Visual novel,24 min per ep,"Drama, Romance",Kyoto Animation,2008
918,Gintama,TV,201.0,8.93,17.0,146,1116099,Manga,24 min per ep,"Action, Comedy, Sci-Fi",Sunrise,2006
35180,March Comes In Like a Lion 2nd Season,TV,22.0,8.91,19.0,589,424009,Manga,25 min per ep,Drama,Shaft,2017
2904,Code Geass: Lelouch of the Rebellion R2,TV,25.0,8.91,20.0,47,1872600,Original,24 min per ep,"Action, Award Winning, Drama, Sci-Fi",Sunrise,2008
19,Monster,TV,74.0,8.89,22.0,122,1232466,Manga,24 min per ep,"Drama, Mystery, Suspense",Madhouse,2004
37491,Gintama. Silver Soul Arc - Second Half War,TV,14.0,8.88,23.0,1221,215605,Manga,24 min per ep,"Action, Comedy, Sci-Fi",Bandai Namco Pictures,2018
54492,The Apothecary Diaries,TV,24.0,8.87,24.0,366,634447,Light novel,22 min per ep,"Drama, Mystery","OLM, TOHO animation STUDIO",2023
51535,Attack on Titan: Final Season - The Final Chapters,TV Special,2.0,8.86,26.0,279,768919,Manga,1 hr 12 min per ep,"Action, Drama, Suspense",MAPPA,2023
35247,Owarimonogatari Second Season,TV Special,7.0,8.86,25.0,592,422029,Light novel,22 min per ep,"Comedy, Mystery, Supernatural",Shaft,2017
58514,The Apothecary Diaries Season 2,TV,24.0,8.85,28.0,893,295948,Light novel,24 min per ep,"Drama, Mystery","OLM, TOHO animation STUDIO",2025
40682,Kingdom: Season 3,TV,26.0,8.83,30.0,1983,120529,Manga,25 min per ep,Action,"Pierrot, Studio Signpost",2020
49387,Vinland Saga Season 2,TV,24.0,8.81,32.0,292,745966,Manga,25 min per ep,"Action, Adventure, Drama",MAPPA,2023
36838,Gintama. Silver Soul Arc,TV,12.0,8.81,33.0,1159,228376,Manga,24 min per ep,"Action, Comedy, Sci-Fi",Bandai Namco Pictures,2018
37510,Mob Psycho 100 II,TV,13.0,8.78,37.0,73,1640310,Web manga,24 min per ep,"Action, Comedy, Supernatural",Bones,2019
40028,Attack on Titan: Final Season,TV,16.0,8.78,35.0,31,2155390,Manga,23 min per ep,"Action, Drama, Suspense",MAPPA,2020
263,Fighting Spirit,TV,75.0,8.78,34.0,356,650030,Manga,23 min per ep,Sports,Madhouse,2000
32935,Haikyu!! 3rd Season,TV,10.0,8.77,38.0,116,1274382,Manga,24 min per ep,Sports,Production I.G,2016
17074,Monogatari Series: Second Season,TV,26.0,8.76,42.0,318,699028,Light novel,25 min per ep,"Comedy, Mystery, Romance, Supernatural",Shaft,2013
48583,Attack on Titan: Final Season Part 2,TV,12.0,8.76,41.0,97,1438584,Manga,23 min per ep,"Action, Drama, Suspense",MAPPA,2022
58567,Solo Leveling Season 2: Arise from the Shadow,TV,13.0,8.75,44.0,411,579733,Web manga,23 min per ep,"Action, Adventure, Fantasy",A-1 Pictures,2025
55690,The Dangers in My Heart Season 2,TV,13.0,8.75,46.0,1005,262957,Manga,23 min per ep,"Comedy, Romance",Shin-Ei Animation,2024
47917,Bocchi the Rock!,TV,12.0,8.75,45.0,319,695696,4-koma manga,23 min per ep,Comedy,CloverWorks,2022
51009,Jujutsu Kaisen Season 2,TV,23.0,8.75,43.0,129,1190751,Manga,23 min per ep,"Action, Supernatural",MAPPA,2023
1,Cowboy Bebop,TV,26.0,8.75,47.0,42,1969998,Original,24 min per ep,"Action, Award Winning, Sci-Fi",Sunrise,1998
2921,Tomorrow's Joe 2,TV,47.0,8.74,48.0,3033,61297,Manga,24 min per ep,"Drama, Sports",Tokyo Movie Shinsha,1980
50160,Kingdom: Season 4,TV,26.0,8.73,50.0,2619,78871,Manga,24 min per ep,Action,"Pierrot, Studio Signpost",2022
53223,Kingdom: Season 5,TV,13.0,8.72,55.0,3364,50547,Manga,24 min per ep,Action,"Pierrot, Studio Signpost",2024
39894,Sound! Euphonium 3,TV,13.0,8.72,58.0,2482,86389,Novel,24 min per ep,Drama,Kyoto Animation,2024
24701,Mushi-shi: Next Passage Part 2,TV,10.0,8.72,56.0,933,282197,Manga,23 min per ep,"Adventure, Mystery, Slice of Life, Supernatural",Artland,2014
44074,Link Click,ONA,11.0,8.72,53.0,570,434835,Original,23 min per ep,"Drama, Mystery, Suspense",LAN Studio,2021
48569,86 Eighty-Six Part 2,TV,12.0,8.72,57.0,412,579675,Light novel,23 min per ep,"Action, Drama, Sci-Fi",A-1 Pictures,2021
47778,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,11.0,8.72,54.0,76,1599766,Manga,26 min per ep,"Action, Supernatural",ufotable,2021
52215,Orb: On the Movements of the Earth,TV,25.0,8.71,58.0,1298,200835,Manga,25 min per ep,Drama,Madhouse,2024
50172,Mob Psycho 100 III,TV,12.0,8.71,60.0,271,781514,Web manga,23 min per ep,"Action, Comedy, Supernatural",Bones,2022
53998,Bleach: Thousand-Year Blood War - The Separation,TV,13.0,8.7,63.0,725,357683,Manga,24 min per ep,"Action, Adventure, Supernatural",Pierrot,2023
33095,Descending Stories: Showa Genroku Rakugo Shinju,TV,12.0,8.7,62.0,1326,196738,Manga,24 min per ep,Drama,Studio Deen,2017
1575,Code Geass: Lelouch of the Rebellion,TV,25.0,8.7,64.0,22,2365883,Original,24 min per ep,"Action, Award Winning, Drama, Sci-Fi",Sunrise,2006
44,Samurai X: Trust and Betrayal,OVA,4.0,8.7,61.0,914,286706,Manga,29 min per ep,"Action, Drama, Romance",Studio Deen,1999
21939,Mushi-shi: Next Passage Part 1,TV,10.0,8.69,65.0,830,316032,Manga,24 min per ep,"Adventure, Mystery, Slice of Life, Supernatural",Artland,2014
33352,Violet Evergarden,TV,13.0,8.68,68.0,46,1898291,Light novel,24 min per ep,Drama,Kyoto Animation,2018
245,Great Teacher Onizuka,TV,43.0,8.68,67.0,221,877449,Manga,25 min per ep,Comedy,Pierrot,1999
40434,The Master of Diabolism 3,ONA,12.0,8.68,66.0,2403,90496,Web novel,24 min per ep,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES,2021
57864,Monogatari Series: Off & Monster Season,ONA,14.0,8.67,69.0,2424,89277,Light novel,25 min per ep,"Comedy, Mystery, Supernatural",Shaft,2024
56784,Bleach: Thousand-Year Blood War - The Conflict,TV,14.0,8.67,70.0,1129,234475,Manga,24 min per ep,"Action, Adventure, Supernatural",Pierrot Films,2024
5258,Fighting Spirit: New Challenger,TV,26.0,8.67,71.0,860,309417,Manga,23 min per ep,Sports,Madhouse,2009
49413,Link Click Season 2,ONA,12.0,8.65,76.0,1688,147601,Original,24 min per ep,"Drama, Mystery, Suspense",LAN Studio,2023
457,Mushi-Shi,TV,26.0,8.65,75.0,225,871983,Manga,23 min per ep,"Adventure, Mystery, Slice of Life, Supernatural",Artland,2005
50399,Heaven Official's Blessing Season 2,ONA,12.0,8.65,77.0,3153,56772,Web novel,24 min per ep,"Action, Adventure, Drama, Fantasy",Red Dog Culture House,2023
2001,Gurren Lagann,TV,27.0,8.64,81.0,67,1692898,Original,24 min per ep,"Action, Adventure, Award Winning, Sci-Fi",Gainax,2007
46102,Odd Taxi,TV,13.0,8.64,79.0,510,477083,Original,23 min per ep,"Award Winning, Drama, Mystery, Suspense","OLM, P.I.C.S.",2021
23273,Your Lie in April,TV,22.0,8.64,80.0,24,2325465,Manga,22 min per ep,"Drama, Romance",A-1 Pictures,2014
34599,Made in Abyss,TV,13.0,8.63,83.0,91,1475843,Web manga,25 min per ep,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,2017
11665,Natsume's Book of Friends Season 4,TV,13.0,8.63,85.0,1027,258572,Manga,24 min per ep,"Slice of Life, Supernatural",Brain's Base,2012
45576,Mushoku Tensei: Jobless Reincarnation Part 2,TV,12.0,8.63,84.0,166,1038871,Light novel,23 min per ep,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,2021
35760,Attack on Titan Season 3,TV,12.0,8.63,82.0,18,2524866,Manga,23 min per ep,"Action, Drama, Suspense",Wit Studio,2018
54898,Bungo Stray Dogs 5,TV,11.0,8.62,88.0,1163,228026,Manga,23 min per ep,"Action, Mystery",Bones,2023
40591,Kaguya-sama: Love is War?,TV,12.0,8.62,86.0,99,1428436,Manga,24 min per ep,"Comedy, Romance",A-1 Pictures,2020
22135,Ping Pong the Animation,TV,11.0,8.62,87.0,597,419195,Manga,23 min per ep,"Award Winning, Drama, Sports",Tatsunoko Production,2014
1535,Death Note,TV,37.0,8.62,89.0,2,4105346,Manga,23 min per ep,"Supernatural, Suspense",Madhouse,2006
28891,Haikyu!! 2nd Season,TV,25.0,8.62,90.0,88,1506719,Manga,24 min per ep,Sports,Production I.G,2015
34591,Natsume's Book of Friends Season 6,TV,11.0,8.61,96.0,1310,198987,Manga,23 min per ep,"Slice of Life, Supernatural",Shuka,2017
19647,Fighting Spirit: Rising,TV,25.0,8.61,93.0,931,282294,Manga,22 min per ep,Sports,"Madhouse, MAPPA",2013
41084,Made in Abyss: The Golden City of the Scorching Sun,TV,12.0,8.61,95.0,485,499782,Web manga,25 min per ep,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus,2022
52701,Delicious in Dungeon,TV,24.0,8.6,98.0,506,482148,Manga,25 min per ep,"Adventure, Comedy, Fantasy, Gourmet",Trigger,2024
33,Berserk,TV,25.0,8.6,97.0,302,719038,Manga,23 min per ep,"Action, Adventure, Drama, Fantasy, Horror",OLM,1997
55823,Natsume's Book of Friends Season 7,TV,12.0,8.58,106.0,3395,49529,Manga,23 min per ep,"Slice of Life, Supernatural",Shuka,2024
52034,[Oshi No Ko],TV,11.0,8.58,103.0,194,949126,Manga,30 min per ep,"Award Winning, Drama",Doga Kobo,2023
37991,JoJo's Bizarre Adventure: Golden Wind,TV,39.0,8.58,104.0,149,1098192,Manga,23 min per ep,"Action, Adventure",David Production,2018
55791,[Oshi No Ko] Season 2,TV,13.0,8.57,108.0,565,441532,Manga,25 min per ep,Drama,Doga Kobo,2024
49701,Fights Break Sphere: Three Year Agreement,ONA,13.0,8.57,109.0,6748,10370,Novel,24 min per ep,"Action, Fantasy",Motion Magic,2021
32983,Natsume's Book of Friends Season 5,TV,11.0,8.56,113.0,1311,198849,Manga,23 min per ep,"Slice of Life, Supernatural",Shuka,2016
10379,Natsume's Book of Friends Season 3,TV,13.0,8.56,114.0,997,265207,Manga,24 min per ep,"Slice of Life, Supernatural",Brain's Base,2011
16498,Attack on Titan,TV,25.0,8.56,116.0,1,4161424,Manga,24 min per ep,"Action, Award Winning, Drama, Suspense",Wit Studio,2013
877,Nana,TV,47.0,8.56,112.0,296,729096,Manga,22 min per ep,"Drama, Romance",Madhouse,2006
28735,Showa Genroku Rakugo Shinju,TV,13.0,8.55,118.0,878,304389,Manga,26 min per ep,Drama,Studio Deen,2016
7785,The Tatami Galaxy,TV,11.0,8.55,120.0,515,475173,Novel,22 min per ep,"Award Winning, Comedy, Mystery, Romance, Suspense",Madhouse,2010
170,Slam Dunk,TV,101.0,8.55,119.0,809,322634,Manga,23 min per ep,Sports,Toei Animation,1993
40776,Haikyu!! To the Top 2nd-cour,TV,12.0,8.55,121.0,218,880412,Manga,23 min per ep,Sports,Production I.G,2020
40748,Jujutsu Kaisen,TV,24.0,8.55,122.0,13,2805846,Manga,23 min per ep,"Action, Award Winning, Supernatural",MAPPA,2020
30484,Steins;Gate 0,TV,23.0,8.54,125.0,206,917687,Visual novel,23 min per ep,"Drama, Sci-Fi, Suspense",White Fox,2018
11741,Fate/Zero Season 2,TV,12.0,8.54,126.0,137,1160169,Light novel,24 min per ep,"Action, Fantasy",ufotable,2012
25777,Attack on Titan Season 2,TV,12.0,8.53,130.0,12,2879114,Manga,24 min per ep,"Action, Drama, Suspense",Wit Studio,2017
5300,Natsume's Book of Friends Season 2,TV,13.0,8.53,131.0,1020,259964,Manga,24 min per ep,"Slice of Life, Supernatural",Brain's Base,2009
40417,Fruits Basket 2nd Season,TV,25.0,8.53,127.0,433,553739,Manga,23 min per ep,"Drama, Romance, Supernatural",TMS Entertainment,2020
35843,Gintama. Slip Arc,TV,13.0,8.52,134.0,1229,213763,Manga,23 min per ep,"Action, Comedy, Sci-Fi",Bandai Namco Pictures,2017
12365,Bakuman. Season 3,TV,25.0,8.52,132.0,764,341006,Manga,24 min per ep,"Comedy, Drama, Romance",J.C.Staff,2012
57334,Dan Da Dan,TV,12.0,8.51,141.0,298,726721,Manga,23 min per ep,"Action, Comedy, Supernatural",Science SARU,2024
35839,A Place Further Than The Universe,TV,13.0,8.51,140.0,449,534028,Original,23 min per ep,"Adventure, Comedy, Drama",Madhouse,2018
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,TV,26.0,8.51,137.0,1123,235776,Manga,25 min per ep,"Action, Mystery, Sci-Fi",Production I.G,2004
205,Samurai Champloo,TV,26.0,8.51,138.0,108,1299899,Original,24 min per ep,"Action, Adventure, Comedy",Manglobe,2004
38474,Laid-Back Camp Season 2,TV,13.0,8.5,145.0,1084,243017,Manga,23 min per ep,Slice of Life,C-Station,2021
31933,JoJo's Bizarre Adventure: Diamond Is Unbreakable,TV,39.0,8.5,142.0,128,1197439,Manga,23 min per ep,"Action, Adventure",David Production,2016
32182,Mob Psycho 100,TV,12.0,8.49,147.0,28,2209062,Web manga,24 min per ep,"Action, Comedy, Supernatural",Bones,2016
30276,One Punch Man,TV,12.0,8.49,148.0,4,3382692,Web manga,24 min per ep,"Action, Comedy",Madhouse,2015
40834,Ranking of Kings,TV,23.0,8.49,149.0,313,709769,Web manga,22 min per ep,"Adventure, Fantasy",Wit Studio,2021
37779,The Promised Neverland,TV,12.0,8.48,152.0,38,2070401,Manga,22 min per ep,"Mystery, Suspense",CloverWorks,2019
12431,Space Brothers,TV,99.0,8.48,151.0,1274,204341,Manga,24 min per ep,Comedy,A-1 Pictures,2012
54857,Re:ZERO -Starting Life in Another World- Season 3,TV,16.0,8.47,159.0,623,404207,Light novel,28 min per ep,"Drama, Fantasy, Suspense",White Fox,2024
30654,Assassination Classroom Second Season,TV,25.0,8.47,155.0,86,1508908,Manga,23 min per ep,"Action, Comedy",Lerche,2016
3297,Aria the Origination,TV,13.0,8.47,156.0,1786,136775,Manga,24 min per ep,"Sci-Fi, Slice of Life",HAL Film Maker,2008
47194,Summer Time Rendering,TV,25.0,8.47,153.0,384,617133,Manga,23 min per ep,"Mystery, Supernatural, Suspense",OLM,2022
10165,Nichijou - My Ordinary Life,TV,26.0,8.47,158.0,196,945181,Manga,23 min per ep,Comedy,Kyoto Animation,2011
38450,The Master of Diabolism Season 2,ONA,8.0,8.46,161.0,2078,113615,Web novel,24 min per ep,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES,2019
37208,The Master of Diabolism,ONA,15.0,8.46,160.0,1075,245400,Web novel,25 min per ep,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES,2018
36649,Banana Fish,TV,24.0,8.46,165.0,204,919353,Manga,22 min per ep,"Action, Adventure, Drama, Suspense",MAPPA,2018
6114,Rainbow,TV,26.0,8.46,162.0,610,412878,Manga,22 min per ep,"Drama, Suspense",Madhouse,2010
392,Yu Yu Hakusho: Ghost Files,TV,112.0,8.46,164.0,299,726349,Manga,23 min per ep,"Action, Supernatural",Pierrot,1992
31181,Owarimonogatari,TV,12.0,8.45,171.0,488,497242,Light novel,26 min per ep,"Comedy, Mystery, Supernatural",Shaft,2015
44511,Chainsaw Man,TV,12.0,8.45,169.0,59,1750685,Manga,24 min per ep,"Action, Fantasy",MAPPA,2022
26055,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,TV,24.0,8.44,176.0,134,1183234,Manga,23 min per ep,"Action, Adventure",David Production,2015
37105,Grand Blue Dreaming,TV,12.0,8.44,174.0,244,836985,Manga,24 min per ep,Comedy,Zero-G,2018
20583,Haikyu!!,TV,25.0,8.44,175.0,36,2082050,Manga,24 min per ep,Sports,Production I.G,2014
42203,Re:ZERO -Starting Life in Another World- Season 2 Part 2,TV,12.0,8.43,179.0,174,992964,Light novel,29 min per ep,"Drama, Fantasy, Suspense",White Fox,2021
50330,Bungo Stray Dogs 4,TV,13.0,8.43,181.0,789,331236,Manga,23 min per ep,"Action, Mystery",Bones,2023
136,Hunter x Hunter,TV,62.0,8.43,183.0,375,622895,Manga,23 min per ep,"Action, Adventure, Fantasy",Nippon Animation,1999
38000,Demon Slayer: Kimetsu no Yaiba,TV,26.0,8.43,178.0,5,3251347,Manga,23 min per ep,"Action, Award Winning, Supernatural",ufotable,2019
40059,Golden Kamuy Season 3,TV,12.0,8.43,182.0,1392,186098,Manga,23 min per ep,"Action, Adventure",Geno Studio,2020
55888,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,TV,12.0,8.42,188.0,497,491302,Light novel,23 min per ep,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,2024
38889,Kono Oto Tomare!: Sounds of Life Season 2,TV,13.0,8.42,185.0,1349,192655,Manga,23 min per ep,Drama,Platinum Vision,2019
467,Ghost in the Shell: Stand Alone Complex,TV,26.0,8.42,186.0,611,412517,Manga,24 min per ep,"Action, Award Winning, Mystery, Sci-Fi",Production I.G,2002
45556,Scissor Seven (2021),ONA,10.0,8.42,191.0,2663,76676,Original,16 min per ep,"Action, Adventure, Comedy, Drama, Mystery",Sharefun Studio,2021
33255,The Disastrous Life of Saiki K.,TV,120.0,8.41,192.0,133,1184016,Manga,5 min per ep,Comedy,"J.C.Staff, Egg Firm",2016
34612,The Disastrous Life of Saiki K. 2,TV,24.0,8.41,193.0,327,685476,Manga,24 min per ep,Comedy,"J.C.Staff, Egg Firm",2018
25781,Attack on Titan: No Regrets,OVA,2.0,8.41,194.0,440,544007,Visual novel,27 min per ep,Action,Wit Studio,2014
40730,Heaven Official's Blessing,ONA,11.0,8.41,195.0,1566,164381,Web novel,26 min per ep,"Action, Adventure, Drama, Fantasy",Haoliners Animation League,2020
2246,Mononoke,TV,12.0,8.41,197.0,736,351113,Original,22 min per ep,"Horror, Mystery, Supernatural, Suspense",Toei Animation,2007
36275,Natsume's Book of Friends Season 6 Specials,Special,2.0,8.4,202.0,3315,51815,Manga,23 min per ep,"Slice of Life, Supernatural",Shuka,2017
37999,Kaguya-sama: Love is War,TV,12.0,8.4,200.0,51,1846061,Manga,25 min per ep,"Comedy, Romance",A-1 Pictures,2019
35557,Land of the Lustrous,TV,12.0,8.39,208.0,491,494185,Manga,24 min per ep,"Action, Drama, Fantasy, Mystery",Orange,2017
37965,Run with the Wind,TV,23.0,8.38,215.0,812,320628,Novel,23 min per ep,"Drama, Sports",Production I.G,2018
46095,Vivy -Fluorite Eye's Song-,TV,13.0,8.38,211.0,413,579324,Original,24 min per ep,"Action, Sci-Fi, Suspense",Wit Studio,2021
9756,Puella Magi Madoka Magica,TV,12.0,8.38,217.0,104,1353534,Original,24 min per ep,"Award Winning, Drama, Suspense",Shaft,2011
49721,Teasing Master Takagi-san 3,TV,12.0,8.38,214.0,1290,202445,Manga,24 min per ep,"Comedy, Romance",Shin-Ei Animation,2022
32366,Gintama: Love Incense Arc,OVA,2.0,8.38,219.0,2406,90237,Manga,25 min per ep,Comedy,Bandai Namco Pictures,2016
56523,Swallowed Star 3rd Season,ONA,33.0,8.37,227.0,9743,4009,Novel,21 min per ep,"Action, Adventure, Fantasy, Sci-Fi",Sparkly Key Animation Studio,2022
5941,Cross Game,TV,50.0,8.37,224.0,1871,129743,Manga,23 min per ep,"Drama, Romance, Sports",SynergySP,2009
31646,March Comes In Like a Lion,TV,22.0,8.37,221.0,314,709531,Manga,25 min per ep,Drama,Shaft,2016
38883,Haikyu!! To the Top,TV,13.0,8.37,226.0,172,1003259,Manga,24 min per ep,Sports,Production I.G,2020
22789,Barakamon,TV,12.0,8.37,222.0,322,692128,Web manga,22 min per ep,Slice of Life,Kinema Citrus,2014
39808,Non Non Biyori Nonstop,TV,12.0,8.36,231.0,1823,133872,Manga,24 min per ep,Slice of Life,SILVER LINK.,2021
39551,That Time I Got Reincarnated as a Slime Season 2,TV,12.0,8.36,235.0,161,1049708,Manga,23 min per ep,"Action, Comedy, Fantasy",8bit,2021
30,Neon Genesis Evangelion,TV,26.0,8.36,234.0,45,1926425,Original,24 min per ep,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Gainax, Tatsunoko Production",1995
39547,My Teen Romantic Comedy SNAFU Climax!,TV,12.0,8.35,239.0,269,781857,Light novel,24 min per ep,"Comedy, Romance",feel.,2020
49458,KonoSuba: God's Blessing on This Wonderful World! 3,TV,11.0,8.35,243.0,493,492754,Light novel,23 min per ep,"Adventure, Comedy, Fantasy",Drive,2024
2251,Baccano!,TV,13.0,8.35,246.0,199,936202,Light novel,24 min per ep,"Action, Mystery, Supernatural",Brain's Base,2007
185,Initial D First Stage,TV,26.0,8.35,247.0,605,415450,Manga,25 min per ep,"Action, Drama","Gallop, Studio Comet",1998
39535,Mushoku Tensei: Jobless Reincarnation,TV,11.0,8.35,245.0,92,1466283,Light novel,23 min per ep,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,2021
49926,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,TV,7.0,8.35,242.0,222,876733,Manga,24 min per ep,"Action, Supernatural",ufotable,2021
41025,To Your Eternity,TV,20.0,8.34,249.0,198,936677,Manga,25 min per ep,"Adventure, Drama, Supernatural",Brain's Base,2021
46654,IDOLiSH7 Third BEAT! Part 2,TV,17.0,8.34,251.0,5569,16891,Game,24 min per ep,Drama,TROYCA,2022
338,The Rose of Versailles,TV,40.0,8.34,252.0,2145,107801,Manga,24 min per ep,"Drama, Romance",Tokyo Movie Shinsha,1979
50407,Fog Hill of Five Elements,ONA,4.0,8.34,253.0,5552,17017,Original,38 min per ep,"Action, Fantasy, Supernatural",Samsara Animation Studio,2023
777,Hellsing Ultimate,OVA,10.0,8.34,250.0,182,979834,Manga,49 min per ep,"Action, Horror, Supernatural","Madhouse, Satelight, Graphinica",2006
39587,Re:ZERO -Starting Life in Another World- Season 2,TV,13.0,8.33,262.0,127,1206167,Light novel,26 min per ep,"Drama, Fantasy, Suspense",White Fox,2020
2402,Tomorrow's Joe,TV,79.0,8.33,257.0,2214,103057,Manga,25 min per ep,"Drama, Sports",Mushi Production,1970
31988,Sound! Euphonium 2,TV,13.0,8.33,259.0,1063,247624,Novel,23 min per ep,Drama,Kyoto Animation,2016
41457,86 Eighty-Six,TV,11.0,8.33,256.0,217,883839,Light novel,23 min per ep,"Action, Drama, Sci-Fi",A-1 Pictures,2021
13601,Psycho-Pass,TV,22.0,8.33,261.0,65,1699047,Original,23 min per ep,"Action, Mystery, Sci-Fi, Suspense",Production I.G,2012
10162,Bunny Drop,TV,11.0,8.33,255.0,467,513482,Manga,22 min per ep,Slice of Life,Production I.G,2011
10030,Bakuman. Season 2,TV,25.0,8.33,258.0,707,364687,Manga,24 min per ep,"Comedy, Drama, Romance",J.C.Staff,2011
10937,Mobile Suit Gundam: The Origin,OVA,6.0,8.32,263.0,2591,80341,Manga,1 hr 11 min per ep,"Action, Sci-Fi",Sunrise,2015
28701,Fate/stay night [Unlimited Blade Works] Season 2,TV,13.0,8.32,268.0,215,890398,Visual novel,24 min per ep,"Action, Fantasy",ufotable,2015
5040,One Outs,TV,25.0,8.32,265.0,1054,249567,Manga,23 min per ep,"Sports, Suspense",Madhouse,2008
5081,Bakemonogatari,TV,15.0,8.32,266.0,95,1451552,Light novel,25 min per ep,"Mystery, Romance, Supernatural",Shaft,2009
22535,Parasyte: The Maxim,TV,24.0,8.32,264.0,43,1964964,Manga,23 min per ep,"Action, Horror, Sci-Fi, Suspense",Madhouse,2014
42886,Legend of the Galactic Heroes: Die Neue These - Collision,Movie,12.0,8.32,269.0,4789,24606,Novel,25 min per ep,"Drama, Sci-Fi",Production I.G,2022
56752,Link Click: Bridon Arc,ONA,6.0,8.31,278.0,3359,50712,Original,32 min per ep,Drama,CMC Media,2024
51805,Legend of the Galactic Heroes: Die Neue These - Intrigue,Movie,12.0,8.31,271.0,5524,17275,Novel,25 min per ep,"Drama, Sci-Fi",Production I.G,2022
34534,Natsume's Book of Friends Season 5 Specials,Special,2.0,8.31,274.0,3363,50572,Manga,23 min per ep,"Slice of Life, Supernatural",Shuka,2017
12029,Star Blazers: Space Battleship Yamato 2199,OVA,26.0,8.31,281.0,1962,121665,Original,25 min per ep,"Action, Drama, Sci-Fi","Xebec, AIC",2012
2559,Romeo's Blue Skies,TV,33.0,8.31,276.0,3242,53811,Novel,23 min per ep,"Adventure, Drama",Nippon Animation,1995
49571,Swallowed Star 2nd Season,ONA,26.0,8.31,280.0,7510,7919,Novel,21 min per ep,"Action, Adventure, Fantasy, Sci-Fi",Sparkly Key Animation Studio,2021
41487,That Time I Got Reincarnated as a Slime Season 2 Part 2,TV,12.0,8.31,279.0,235,851069,Manga,23 min per ep,"Action, Comedy, Fantasy",8bit,2021
1210,Welcome to the N.H.K.,TV,24.0,8.31,275.0,266,792657,Novel,23 min per ep,"Comedy, Drama, Romance, Suspense",Gonzo,2006
17389,Kingdom: Season 2,TV,39.0,8.3,287.0,1762,138867,Manga,25 min per ep,Action,Pierrot,2013
5341,Spice and Wolf II,TV,12.0,8.3,290.0,473,510960,Light novel,23 min per ep,"Adventure, Drama, Romance, Supernatural","Brain's Base, Marvy Jack",2009
4081,Natsume's Book of Friends,TV,13.0,8.3,289.0,426,569625,Manga,24 min per ep,"Slice of Life, Supernatural",Brain's Base,2008
30230,Ace of Diamond: Second Season,TV,51.0,8.3,283.0,1705,145643,Manga,24 min per ep,Sports,"Production I.G, Madhouse",2015
6594,Katanagatari,TV,12.0,8.3,286.0,409,580571,Light novel,49 min per ep,"Action, Adventure, Romance",White Fox,2010
